Date,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC
2015-03-02,,,,
2015-03-03,,,,
2015-03-04,,,,
2015-03-05,,,,
2015-03-06,,,,
2015-03-09,,,,
2015-03-10,,,,
2015-03-11,,,,
2015-03-12,,,,
2015-03-13,,,,
2015-03-16,,,,
2015-03-17,,,,
2015-03-18,,,,
2015-03-19,,,,
2015-03-20,,,,
2015-03-23,,,,
2015-03-24,,,,
2015-03-25,,,,
2015-03-26,,,,
2015-03-27,,,,
2015-03-30,,,,
2015-03-31,,,,
2015-04-01,,,,
2015-04-02,,,,
2015-04-06,,,,
2015-04-07,,,,
2015-04-08,,,,
2015-04-09,,,,
2015-04-10,,,,
2015-04-13,,,,
2015-04-14,,,,
2015-04-15,,,,
2015-04-16,,,,
2015-04-17,,,,
2015-04-20,,,,
2015-04-21,,,,
2015-04-22,,,,
2015-04-23,,,,
2015-04-24,,,,
2015-04-27,,,,
2015-04-28,,,,
2015-04-29,,,,
2015-04-30,,,,
2015-05-01,,,,
2015-05-04,,,,
2015-05-05,,,,
2015-05-06,,,,
2015-05-07,,,,
2015-05-08,,,,
2015-05-11,,,,
2015-05-12,,,,
2015-05-13,,,,
2015-05-14,,,,
2015-05-15,,,,
2015-05-18,,,,
2015-05-19,,,,
2015-05-20,,,,
2015-05-21,,,,
2015-05-22,,,,
2015-05-26,,,,
2015-05-27,,,,
2015-05-28,,,,
2015-05-29,,,,
2015-06-01,,,,
2015-06-02,,,,
2015-06-03,,,,
2015-06-04,,,,
2015-06-05,,,,
2015-06-08,,,,
2015-06-09,,,,
2015-06-10,,,,
2015-06-11,,,,
2015-06-12,,,,
2015-06-15,,,,
2015-06-16,,,,
2015-06-17,,,,
2015-06-18,,,,
2015-06-19,,,,
2015-06-22,,,,
2015-06-23,,,,
2015-06-24,,,,
2015-06-25,,,,
2015-06-26,,,,
2015-06-29,,,,
2015-06-30,,,,
2015-07-01,,,,
2015-07-02,,,,
2015-07-03,,,,
2015-07-06,,,,
2015-07-07,,,,
2015-07-08,,,,
2015-07-09,,,,
2015-07-10,,,,
2015-07-13,,,,
2015-07-14,,,,
2015-07-15,,,,
2015-07-16,,,,
2015-07-17,,,,
2015-07-20,,,,
2015-07-21,,,,
2015-07-22,,,,
2015-07-23,,,,
2015-07-24,,,,
2015-07-27,,,,
2015-07-28,,,,
2015-07-29,,,,
2015-07-30,,,,
2015-07-31,,,,
2015-08-03,,,,
2015-08-04,,,,
2015-08-05,,,,
2015-08-06,,,,
2015-08-07,,,,
2015-08-10,,,,
2015-08-11,,,,
2015-08-12,,,,
2015-08-13,,,,
2015-08-14,,,,
2015-08-17,,,,
2015-08-18,,,,
2015-08-19,,,,
2015-08-20,,,,
2015-08-21,,,,
2015-08-24,,,,
2015-08-25,,,,
2015-08-26,,,,
2015-08-27,,,,
2015-08-28,,,,
2015-08-31,,,,
2015-09-01,,,,
2015-09-02,,,,
2015-09-03,,,,
2015-09-04,,,,
2015-09-07,,,,
2015-09-08,,,,
2015-09-09,,,,
2015-09-10,,,,
2015-09-11,,,,
2015-09-14,,,,
2015-09-15,,,,
2015-09-16,,,,
2015-09-17,,,,
2015-09-18,,,,
2015-09-21,,,,
2015-09-22,,,,
2015-09-23,,,,
2015-09-24,,,,
2015-09-25,,,,
2015-09-28,,,,
2015-09-29,,,,
2015-09-30,,,,
2015-10-01,,,,
2015-10-02,,,,
2015-10-05,,,,
2015-10-06,,,,
2015-10-07,,,,
2015-10-08,,,,
2015-10-09,,,,
2015-10-12,,,,
2015-10-13,,,,
2015-10-14,,,,
2015-10-15,,,,
2015-10-16,,,,
2015-10-19,,,,
2015-10-20,,,,
2015-10-21,,,,
2015-10-22,,,,
2015-10-23,,,,
2015-10-26,,,,
2015-10-27,,,,
2015-10-28,,,,
2015-10-29,,,,
2015-10-30,,,,
2015-11-02,,,,
2015-11-03,,,,
2015-11-04,,,,
2015-11-05,,,,
2015-11-06,,,,
2015-11-09,,,,
2015-11-10,,,,
2015-11-11,-0.004899752620310853,-0.03616775006125758,0.0088056767472747,-0.03154926572491633
2015-11-12,-0.0036342451012299536,-0.03118723073093408,0.0093012090620457,-0.024980595947182233
2015-11-13,-0.005864157648485653,-0.03442851119188348,0.0118351858352793,-0.02919361510867393
2015-11-16,-0.0032719769617776534,-0.03639776953410008,0.0215299811285657,0.004656523432971273
2015-11-17,0.007857830650609346,-0.031097428566497477,0.028602425138264102,0.03265536166844167
2015-11-18,0.021406674610964647,-0.025018535422938977,0.0379129428730633,0.052164630611757065
2015-11-19,0.02822733403093565,-0.024538457143041082,0.0567380287854277,0.06510950262251697
2015-11-20,0.029999245626847946,-0.02294125151711168,0.05669855416262069,0.08893759519411827
2015-11-23,0.020645217701923246,-0.03699376289351028,0.046732210796130595,0.09025348532157326
2015-11-24,0.026524337833289245,-0.02920626038704338,0.053805333697846694,0.09203112242214997
2015-11-25,0.020814055278228244,-0.02810676287182928,0.047480033587156995,0.08398419032676933
2015-11-26,0.018672151731843542,-0.03103486929432368,0.048167215370950096,0.08359983379453553
2015-11-27,0.008680790304219446,-0.038544260001850135,0.0397900687029243,0.07996482505451832
2015-11-30,0.011141825747643046,-0.041433777820926936,0.0323925657932506,0.07398895023929464
2015-12-01,0.005755989183894144,-0.032336415673263334,0.034057253066913096,0.07753283352838082
2015-12-02,-0.0016478554594725695,-0.03892549686106134,0.018003267370652498,0.08814195011874613
2015-12-03,-0.01110067619003847,-0.04152425317381034,0.002454721411159301,0.07343889198262553
2015-12-04,0.003058948730720131,-0.02625155511275874,0.0257207557924197,0.11092304383761263
2015-12-07,-0.006077455681671468,-0.028421400424415835,0.0171473500030146,0.10042148546000064
2015-12-08,-0.009353436823513521,-0.03404943390973993,0.0141458055911504,0.09481059647204693
2015-12-09,-0.021257855384807522,-0.040109300540291735,-0.0039029003115528,0.07483374100846563
2015-12-10,-0.015339883710277221,-0.03411100861389253,0.0006593207901867998,0.07246595939218843
2015-12-11,-0.03181229169948742,-0.04261248012229013,-0.015319831428931301,0.04205087746174433
2015-12-14,-0.038478876322655425,-0.047063244979464236,-0.0062320100000424,0.04484762924550424
2015-12-15,-0.03268283469154142,-0.04323923021180494,0.002593664533643899,0.049038742086358736
2015-12-16,-0.020753941432981926,-0.03768844095332194,0.017980073390162,0.07164040123231503
2015-12-17,-0.03499505253008492,-0.055944398788082036,0.0009762763786499984,0.05391205077972083
2015-12-18,-0.04305230490317212,-0.06485716924769894,-0.0146340258299444,0.04420429330445443
2015-12-21,-0.037646333728924855,-0.06159285920523664,-0.0014272364915308023,0.04077799191633424
2015-12-22,-0.028690152708166057,-0.05494409944580834,0.0196729052830097,0.04541035962981484
2015-12-23,-0.023143461272106057,-0.04889916664644153,0.036126956823102796,0.048571138228792436
2015-12-24,-0.027370294370220156,-0.05113148414459104,0.026971928038092497,0.041164293943416135
2015-12-28,-0.030142217386073856,-0.054246183566269535,0.020944117790768102,0.030303255275785437
2015-12-29,-0.012423317387599456,-0.04567885177190943,0.0459973374884357,0.056090042901931134
2015-12-30,-0.021589708994703156,-0.050413212936110535,0.0289697278302977,0.04036505634736103
2015-12-31,-0.02843950701916536,-0.05827994099520363,0.013117199549964398,0.026058599470204533
2016-01-04,-0.042676815353024256,-0.06349002181976543,-0.001491082906543202,-0.020899006347336064
2016-01-05,-0.04414121994221256,-0.06422060290720263,0.0045703201991247975,-0.030919767032727464
2016-01-06,-0.05891718518996546,-0.07164240711333514,-0.0003290831894582017,-0.013421485591982165
2016-01-07,-0.07679244394295195,-0.06748806684387594,-0.0178413199300625,-0.04470217725618747
2016-01-08,-0.08448609300046166,-0.07768117100731572,-0.030643502852440104,-0.057922369729494966
2016-01-11,-0.08552492736132805,-0.08060452111423243,-0.018183897723550203,-0.05599939491758387
2016-01-12,-0.07347506516744017,-0.07562233798949122,0.0028425136709310968,-0.029646582513238668
2016-01-13,-0.10180444972675265,-0.09293530390134543,-0.0340325772910815,-0.08990851044243607
2016-01-14,-0.09201174679836426,-0.08069329413831072,-0.032541536748652004,-0.07849949009995097
2016-01-15,-0.09858615863055925,-0.08659967108500663,-0.046903616635412905,-0.09207673779024957
2016-01-18,-0.09902950882593095,-0.08319943486540074,-0.0414169337965874,-0.08617647618603028
2016-01-19,-0.11605457864794326,-0.09326902933067543,-0.0347700117527604,-0.08580109468417636
2016-01-20,-0.13052504191457964,-0.09911345135030812,-0.0354184489509323,-0.10384763782528296
2016-01-21,-0.11968207069026797,-0.09628234941363764,-0.00935005554086741,-0.11114619895042208
2016-01-22,-0.10232832789414226,-0.08540333704697065,0.013857116815638894,-0.08863661154463716
2016-01-25,-0.11864514069456766,-0.09176873578283554,0.005594623614448395,-0.10806999205368166
2016-01-26,-0.10279125647676127,-0.08419004281955143,0.027341045799777294,-0.11021661317133977
2016-01-27,-0.11596706843332616,-0.09394948591900253,0.022408089487779392,-0.15937070929598487
2016-01-28,-0.11793618498187126,-0.10788941323974494,0.021269893938488094,-0.15470625956806727
2016-01-29,-0.09602263475423006,-0.09535944304180473,0.04487419961827109,-0.13851510587535948
2016-02-01,-0.09304239209377507,-0.09330215541652984,0.035191000925890795,-0.13793369667074037
2016-02-02,-0.11319171045185256,-0.10583101008305683,0.018702731058174098,-0.17291361193923938
2016-02-03,-0.10986300756445566,-0.10434131543033923,0.008442289941907693,-0.1855718570271576
2016-02-04,-0.09311975554655327,-0.10496337377002772,0.009081778236792494,-0.16860340479002636
2016-02-05,-0.11688386118551276,-0.11372789259554313,-0.014270314994816406,-0.23861418514302918
2016-02-08,-0.14173605481483736,-0.13242161412426082,-0.03508084873450731,-0.24940156772888405
2016-02-09,-0.14591810211465625,-0.13136463479613214,-0.027461585955583605,-0.24414608522493908
2016-02-10,-0.14568268286760075,-0.12788671325098636,-0.020978377128726404,-0.2312216258870919
2016-02-11,-0.14888659188739825,-0.12836678819598746,-0.019717428340305404,-0.23193910925359007
2016-02-12,-0.15213476316175456,-0.1282868489423955,-0.020730798689697502,-0.2329560996218767
2016-02-15,-0.14632920348189365,-0.124232753887498,-0.011182399452883903,-0.22308162097752707
2016-02-16,-0.12679475675744944,-0.1119934813875686,-0.0019547420068545037,-0.1850968369750426
2016-02-17,-0.09752392493338606,-0.09199930706589658,0.0298745759971947,-0.14831184519525806
2016-02-18,-0.10115382734002257,-0.10370856782262688,0.020926264594265796,-0.16673448486006875
2016-02-19,-0.10934723461843165,-0.11237304416311988,0.011699392216148699,-0.17676076823077108
2016-02-22,-0.09192560916219707,-0.10267005681101418,0.010446785175721,-0.15694170320310646
2016-02-23,-0.09978810897799045,-0.10101220711954338,0.007774603704935698,-0.18418675556766065
2016-02-24,-0.09016214015358875,-0.09862822369087677,0.015118029195813,-0.16415755156864087
2016-02-25,-0.08256029822337456,-0.08354145998523399,0.0348756591973287,-0.17724512337138887
2016-02-26,-0.07736562355294976,-0.07903486953331809,0.0604583989672911,-0.16943110036872958
2016-02-29,-0.08860473656835585,-0.09981123196370839,0.0445409247890296,-0.17469780747101046
2016-03-01,-0.06989994549030665,-0.08916653738061328,0.058717740492626395,-0.13510159756161488
2016-03-02,-0.07114536854227145,-0.08937574599004018,0.0547790348265802,-0.13695028069506157
2016-03-03,-0.07078647171424196,-0.09355592976366199,0.0572834057240808,-0.14502576188874805
2016-03-04,-0.060909496012859964,-0.09281829488662809,0.0660753886903845,-0.11702847613702806
2016-03-07,-0.05694795979236406,-0.08578978159802968,0.0611846792151318,-0.12223287703569495
2016-03-08,-0.06385840922430736,-0.09181565796509178,0.0508958742636096,-0.12148083750325527
2016-03-09,-0.03893575683240495,-0.07525129984016247,0.0749366314983793,-0.09349152291300726
2016-03-10,-0.048903584779100354,-0.07711218626614799,0.0664087929935241,-0.10988077203862524
2016-03-11,-0.02850112458942125,-0.06392751053270289,0.0714518891369708,-0.08075620520619835
2016-03-14,-0.03492102545760155,-0.06716611997438318,0.0783543801404253,-0.07206366312252825
2016-03-15,-0.04871293152768835,-0.09004155835617458,0.0791023831769163,-0.08329440637392456
2016-03-16,-0.03666600105466355,-0.09518056857096459,0.0907707774452709,-0.06280869661459565
2016-03-17,-0.035469131934141356,-0.10788318626554869,0.0893509018630323,-0.05899186115856665
2016-03-18,-0.016131082143424954,-0.09957494932274089,0.0999230773765925,-0.03887641166176385
2016-03-21,-0.022231958371337554,-0.09599246476020237,0.0923714983657108,-0.05232403945676605
2016-03-22,-0.035726645163944255,-0.09367701291752198,0.0768461066188725,-0.06250830356521205
2016-03-23,-0.053663083803331756,-0.10065523822918818,0.06932617366677651,-0.08320121431989715
2016-03-24,-0.05882177496916365,-0.10490361132951548,0.061956201239384195,-0.08951594173476346
2016-03-28,-0.053621969235331454,-0.10531495758441518,0.0759179225745126,-0.07971732585470995
2016-03-29,-0.04731965291630626,-0.09202041463371638,0.08489995245678601,-0.07565583652199395
2016-03-30,-0.04283671120477946,-0.09002461167675999,0.08637960736699031,-0.07574841924100746
2016-03-31,-0.03554504940577475,-0.09018630561029647,0.08259545881285621,-0.07278650938162146
2016-04-01,-0.03313807886537455,-0.08389295025698629,0.09416814742814061,-0.05779742964384485
2016-04-04,-0.03465967875273705,-0.07958775027711629,0.0893830714554038,-0.06490019007814045
2016-04-05,-0.04709512217526965,-0.10059998999943208,0.0810124787290139,-0.058324333473524254
2016-04-06,-0.027114410592184553,-0.07685928345759248,0.0902789314337615,-0.04195893154135255
2016-04-07,-0.027570547922680953,-0.06851641490779019,0.08682411097383301,-0.03026791918798475
2016-04-08,-0.03226552240803906,-0.07599054714143748,0.0893887496620542,-0.03621297324846055
2016-04-11,-0.04575867201548356,-0.08905583748862858,0.076040567511111,-0.03610525047855565
2016-04-12,-0.039978101759391156,-0.09474746887891058,0.0796647732118134,-0.01023451984760785
2016-04-13,-0.024800572205738856,-0.08811216718669049,0.0771767773143963,0.01749003643460775
2016-04-14,-0.019591070636554356,-0.08833258262318858,0.0737204081852794,0.018091624443308675
2016-04-15,-0.023303358288213658,-0.07915952679310989,0.08019097140117809,0.028606379947360677
2016-04-18,-0.020455333320984752,-0.06962635546788339,0.0829990845456014,0.015589544588535576
2016-04-19,-0.016981377638868353,-0.05668882251734138,0.09074758961394659,-0.01808796459949052
2016-04-20,-0.009400132611282556,-0.05778055909979568,0.0893821292342056,-0.0040231683938395215
2016-04-21,-0.024171372378207757,-0.06255676047520088,0.06795927952580991,-0.01779331555328652
2016-04-22,-0.019010412780595256,-0.06166459974635219,0.0794502960612215,-0.01929679409774802
2016-04-25,-0.029647287582906655,-0.07871199219885358,0.0845287525214783,-0.03348535208391132
2016-04-26,-0.027032845445525457,-0.08249484444529508,0.0858898801890858,-0.05004226465969442
2016-04-27,-0.025739922417920356,-0.08142490241491318,0.08611221410835619,-0.059377923389745214
2016-04-28,-0.03530455863017746,-0.0961162854491261,0.0747239290488477,-0.05387341297220361
2016-04-29,-0.038007762340093156,-0.10279873378921048,0.0706045661280395,-0.04216531540269702
2016-05-02,-0.025865535635964054,-0.09528492257101227,0.0874171255693712,-0.03277821889183381
2016-05-03,-0.015504713887802656,-0.07933818933545649,0.09637390447770511,-0.005379004610924415
2016-05-04,-0.005724758214489656,-0.07855380408518568,0.1329499857017947,0.004792509808522987
2016-05-05,0.025196126083029447,-0.06861203919968117,0.1880906641187475,0.043994032905451286
2016-05-06,0.024450236413207246,-0.08745993212161877,0.2031436289247228,0.019564503616458388
2016-05-09,0.0019635651585208445,-0.08769435031478649,0.17655414730026028,-0.02805025930206971
2016-05-10,-0.012183834378530755,-0.08939913786340939,0.1777641874941179,-0.05305657210799871
2016-05-11,-0.024269494803769158,-0.09984771168984709,0.1694048637647972,-0.06572043206648921
2016-05-12,-0.026692790335661958,-0.10604172213101169,0.1824063463839806,-0.06546510570123501
2016-05-13,-0.007712924585925455,-0.09360243625331409,0.2054036301353821,-0.027888074798927614
2016-05-16,-0.016091532105134657,-0.09108763614102888,0.2024331216419552,-0.025620127073648413
2016-05-17,-0.023773387871222056,-0.08295793204358398,0.1646887052947615,-0.016449062046236612
2016-05-18,-0.012727107282270955,-0.07734431360024509,0.1694812987423709,0.027903303139808985
2016-05-19,-0.020685603874955057,-0.08602378868588649,0.18402434561053568,0.019403750156816384
2016-05-20,-0.02881679347314006,-0.08323410430486448,0.1644707799912072,0.022869805191701183
2016-05-23,-0.019086487125904855,-0.07781061711400378,0.17546427599418918,0.015001777359205484
2016-05-24,-0.009094669181909855,-0.06511685669083349,0.19070064242807,0.04518826581251949
2016-05-25,-0.007563217237324757,-0.06568138929253318,0.1944793293028797,0.042269536539773785
2016-05-26,-0.0016276479310011562,-0.06141023097174079,0.1935841116648616,0.05536719620167278
2016-05-27,-0.0025790329428457565,-0.06383139186658378,0.18933713885762848,0.045176878757013386
2016-05-31,-0.009796577429985156,-0.06395837654173528,0.17657620004164068,0.009880413567051789
2016-06-01,-0.009966142725858256,-0.054994180732199985,0.1836633849894885,-0.0039935307708436115
2016-06-02,0.012860237942593644,-0.036916863302921085,0.2041500026395273,0.01515092605181759
2016-06-03,0.018229642203222342,-0.03105004837951399,0.1999464737985518,0.0060788240228076915
2016-06-06,0.03664987484868145,-0.01858512725530689,0.2101155133215762,0.03067298593349569
2016-06-07,0.04716143390785055,-0.012684348930741988,0.2071890198065295,0.030632316803374388
2016-06-08,0.05380926220865404,-0.012649979364570588,0.22024267879231652,-0.002461070159836709
2016-06-09,0.06028533432143294,-0.007063845450790587,0.2265644976356584,-0.005256232868359008
2016-06-10,0.08063049739363724,0.007616230544988412,0.2475451281514902,0.003960972993530092
2016-06-13,0.07747511728168234,0.01665968027866451,0.238453893357883,0.005970196660982391
2016-06-14,0.05494660050586114,0.0022801806258743113,0.225809698427604,-0.03096449559195871
2016-06-15,0.05417457682330324,-0.013058744181756088,0.2234887958128582,-0.04620110443833331
2016-06-16,0.0365272532870522,-0.030369941227863285,0.21853849828410749,-0.07556871810135342
2016-06-17,0.016622366491889,-0.03335660125865965,0.1985158657084557,-0.09548230884254343
2016-06-20,0.0214195180624715,-0.030037378455238448,0.2119531965802926,-0.06688339469739742
2016-06-21,0.01062175896246,-0.03711452949542455,0.20484447318767157,-0.08036005751382382
2016-06-22,0.0022129910422662006,-0.04453210998400245,0.1970811057655451,-0.09900518347419811
2016-06-23,0.010949399605650102,-0.03034748326818205,0.2115194198676309,-0.09452573444008172
2016-06-24,-0.0176133475506582,-0.055564812837309255,0.1758785212688159,-0.13069064864833352
2016-06-27,-0.0288882376321142,-0.06458525058237835,0.1718229733326476,-0.1295757727329462
2016-06-28,-0.015486180585241701,-0.046397108192459555,0.1902259594971735,-0.09359577588350011
2016-06-29,-0.015439080978588201,-0.039966232420420654,0.18887191503982298,-0.07270778203082941
2016-06-30,-0.011399724921158299,-0.041009357180292555,0.2038414900622578,-0.06847895098472051
2016-07-01,-0.0057563470708257005,-0.034510765889556254,0.2025091346860286,-0.053385562489354305
2016-07-04,-0.0034281367226161007,-0.025632423035285852,0.20109438327924942,-0.04456465990606751
2016-07-05,0.0021792076003276997,-0.02112403624757505,0.20876940261772411,-0.034022909869787614
2016-07-06,-0.007253077220147199,-0.00598809393797525,0.2109433189631767,-0.05736983564379131
2016-07-07,-0.016869300844864397,-0.02332125978563275,0.2009932888552162,-0.06863220962433661
2016-07-08,-0.007902049370371901,-0.01707040196143915,0.2053802003049841,-0.05875232266439852
2016-07-11,0.0067310078932496,-0.02009730665752485,0.2116645953079459,-0.05679677240988401
2016-07-12,-0.0009510250050655013,-0.01974096412859095,0.19153790243303892,-0.053527915684199116
2016-07-13,-0.0018965525864424015,-0.01800118478413555,0.20129239880419691,-0.05474144922420702
2016-07-14,-0.00033345643901970187,-0.013922804044412852,0.2088620862622908,-0.052696997559854915
2016-07-15,-0.011345032316788803,-0.025330415638699748,0.2100857668320815,-0.07042838962529932
2016-07-18,-0.015857344324495704,-0.02587791006744425,0.20646488022987297,-0.07439841996945071
2016-07-19,-0.017952701224985504,-0.029804964079413847,0.2069723539473724,-0.1192887361738362
2016-07-20,-0.006062703570334703,-0.009867067521205749,0.199962253153286,-0.09142188501721321
2016-07-21,-0.010936190013151702,-0.010788740627171646,0.1929112319262023,-0.12080724447710742
2016-07-22,0.00017902968974029682,0.0007691155768166539,0.21038853897421608,-0.09918632338418693
2016-07-25,-0.00025175892821004673,-0.005016470307701505,0.208585300302366,-0.0881051241130477
2016-07-26,0.006417531234003853,0.0011196764542840947,0.19849915700764129,-0.06380126042216731
2016-07-27,0.005198178214623854,0.010959352038523594,0.18481023662421017,-0.06385879819861333
2016-07-28,0.0037441006275256536,0.007688659391147494,0.1884020601755434,-0.06455238493465013
2016-07-29,-0.00277314912906962,0.0018928148345375945,0.1802721759711761,-0.11258001814055144
2016-08-01,-0.00617563621688882,0.002518234722968794,0.1762020347780003,-0.11012168954581011
2016-08-02,-0.030013736987767922,-0.006105582456258206,0.1523305006812612,-0.13317343961046352
2016-08-03,-0.021134445920955522,0.011548791777840794,0.14521953978372917,-0.13315565650742872
2016-08-04,-0.023011682594665427,0.006722099336486594,0.1476181604542556,-0.15474894138610432
2016-08-05,-0.013589777712743422,0.010988471284367893,0.1739155570483563,-0.14444547508544692
2016-08-08,-0.01831167052996832,-0.0002936170963734053,0.169854497295241,-0.1391309939400343
2016-08-09,-0.027364329236000722,0.005766864049610195,0.17605975066626978,-0.1364609793422785
2016-08-10,-0.027364329236000722,0.005766864049610195,0.17605975066626978,-0.1364609793422785
2016-08-11,-0.026975727226955324,0.00576315781641585,0.17488001767397518,-0.14067949581185982
2016-08-12,-0.028658285386553323,0.01120690272429275,0.18520261483106978,-0.1370665577762619
2016-08-15,-0.026056880793485723,0.005457194230237451,0.1731989299475026,-0.1352426920978206
